"","Date","GRAND LARCENY","FELONY ASSAULT","ROBBERY","BURGLARY","GRAND LARCENY OF MOTOR VEHICLE","RAPE","MURDER"
"1141",2009-02-14,77,47,37,35,27,2,2
"1142",2009-02-15,79,47,30,29,27,5,0
"1143",2009-02-16,72,34,36,31,29,3,2
"1144",2009-02-17,92,34,40,55,26,1,1
"1145",2009-02-18,79,29,39,64,24,1,0
"1146",2009-02-19,100,28,36,41,28,2,1
"1147",2009-02-20,97,25,37,66,28,0,0
"1148",2009-02-21,90,41,38,34,32,7,1
"1149",2009-02-22,71,42,42,22,15,2,2
"1150",2009-02-23,100,27,31,51,23,2,1
"1151",2009-02-24,88,33,55,41,28,1,0
"1152",2009-02-25,87,35,49,63,18,1,2
"1153",2009-02-26,106,37,51,59,28,1,2
"1154",2009-02-27,97,42,69,53,19,2,1
"1155",2009-02-28,100,48,47,38,23,3,0
"1156",2009-03-01,124,57,39,28,28,12,0
"1157",2009-03-02,74,26,41,27,12,2,0
"1158",2009-03-03,80,26,31,45,19,4,0
"1159",2009-03-04,90,36,50,45,16,4,0
"1160",2009-03-05,98,25,44,52,30,1,0
"1161",2009-03-06,118,40,51,57,48,3,1
"1162",2009-03-07,102,60,60,30,32,2,1
"1163",2009-03-08,85,50,31,26,26,3,1
"1164",2009-03-09,109,38,44,40,23,2,0
"1165",2009-03-10,100,57,49,44,22,3,3
"1166",2009-03-11,117,46,52,49,28,4,1
"1167",2009-03-12,96,37,47,36,17,5,2
"1168",2009-03-13,117,47,45,53,14,1,0
"1169",2009-03-14,93,39,43,36,27,3,2
"1170",2009-03-15,72,50,31,26,26,3,1
"1171",2009-03-16,98,45,50,56,24,1,0
"1172",2009-03-17,87,38,45,51,23,0,0
"1173",2009-03-18,99,38,66,49,18,3,0
"1174",2009-03-19,85,42,52,50,22,1,1
"1175",2009-03-20,122,36,37,53,25,3,0
"1176",2009-03-21,104,43,33,33,33,1,0
"1177",2009-03-22,76,54,32,25,25,2,2
"1178",2009-03-23,99,31,45,34,26,2,0
"1179",2009-03-24,115,37,60,36,28,3,2
"1180",2009-03-25,105,30,41,45,26,4,3
"1181",2009-03-26,93,44,56,38,28,0,0
"1182",2009-03-27,142,49,55,56,25,0,2
"1183",2009-03-28,99,60,53,37,29,3,1
"1184",2009-03-29,80,61,44,25,22,2,2
"1185",2009-03-30,94,36,61,50,27,3,1
"1186",2009-03-31,84,55,60,51,24,1,1
"1187",2009-04-01,136,48,40,60,22,13,1
"1188",2009-04-02,110,42,45,43,25,4,0
"1189",2009-04-03,117,46,55,50,27,1,2
"1190",2009-04-04,78,64,48,34,12,3,1
"1191",2009-04-05,107,52,36,23,26,4,0
"1192",2009-04-06,81,30,48,42,17,4,0
"1193",2009-04-07,110,37,45,54,28,4,0
"1194",2009-04-08,103,35,49,62,18,2,1
"1195",2009-04-09,96,31,39,48,30,5,3
"1196",2009-04-10,95,35,33,53,26,1,0
"1197",2009-04-11,102,44,41,25,24,3,1
"1198",2009-04-12,67,62,40,18,28,4,0
"1199",2009-04-13,95,54,37,31,19,4,1
"1200",2009-04-14,104,25,34,59,24,0,1
"1201",2009-04-15,83,29,32,49,24,2,0
"1202",2009-04-16,106,40,36,42,27,2,0
"1203",2009-04-17,92,57,37,64,24,2,2
"1204",2009-04-18,103,70,38,31,27,5,3
"1205",2009-04-19,73,45,31,24,24,3,1
"1206",2009-04-20,112,28,40,62,30,2,2
"1207",2009-04-21,97,40,34,54,21,0,2
"1208",2009-04-22,102,37,53,41,32,3,0
"1209",2009-04-23,101,37,52,40,28,4,3
"1210",2009-04-24,123,32,42,50,39,2,2
"1211",2009-04-25,107,70,42,29,29,3,1
"1212",2009-04-26,84,89,39,31,26,6,5
"1213",2009-04-27,106,40,60,28,22,2,4
"1214",2009-04-28,104,57,44,58,43,2,1
"1215",2009-04-29,119,35,59,50,37,2,1
"1216",2009-04-30,116,50,34,49,20,2,0
"1217",2009-05-01,172,62,43,67,28,14,2
"1218",2009-05-02,121,67,47,30,24,7,1
"1219",2009-05-03,70,48,42,30,29,3,3
"1220",2009-05-04,103,40,53,47,38,3,0
"1221",2009-05-05,102,42,50,63,38,4,0
"1222",2009-05-06,117,53,59,46,39,1,0
"1223",2009-05-07,88,35,48,39,24,3,0
"1224",2009-05-08,143,55,56,60,28,3,2
"1225",2009-05-09,99,77,51,46,33,3,2
"1226",2009-05-10,75,64,42,35,22,3,2
"1227",2009-05-11,106,34,54,49,27,3,1
"1228",2009-05-12,114,48,48,50,21,2,1
"1229",2009-05-13,130,49,55,47,29,1,0
"1230",2009-05-14,100,36,44,58,39,3,2
"1231",2009-05-15,132,52,55,57,35,0,0
"1232",2009-05-16,121,71,52,37,24,3,2
"1233",2009-05-17,96,57,34,36,22,1,3
"1234",2009-05-18,103,33,49,50,27,4,2
"1235",2009-05-19,87,37,42,42,23,5,0
"1236",2009-05-20,105,36,47,58,24,4,1
"1237",2009-05-21,105,63,57,51,25,3,3
"1238",2009-05-22,125,49,53,57,31,2,0
"1239",2009-05-23,103,67,45,35,35,4,0
"1240",2009-05-24,82,79,39,34,25,4,1
"1241",2009-05-25,93,68,47,49,31,4,0
"1242",2009-05-26,106,46,51,51,44,2,1
"1243",2009-05-27,93,34,45,47,26,1,0
"1244",2009-05-28,105,43,47,60,37,4,2
"1245",2009-05-29,122,47,49,65,19,1,0
"1246",2009-05-30,83,58,46,37,26,3,1
"1247",2009-05-31,73,72,48,33,26,4,2
"1248",2009-06-01,147,55,47,47,32,25,0
"1249",2009-06-02,104,46,55,47,39,7,1
"1250",2009-06-03,124,38,47,59,28,2,0
"1251",2009-06-04,100,44,41,54,27,3,0
"1252",2009-06-05,107,40,50,58,27,4,1
"1253",2009-06-06,118,38,52,40,27,0,4
"1254",2009-06-07,83,91,40,43,24,2,0
"1255",2009-06-08,107,41,67,49,27,1,4
"1256",2009-06-09,101,55,50,43,23,5,2
"1257",2009-06-10,107,46,46,57,29,4,0
"1258",2009-06-11,93,34,49,56,32,1,1
"1259",2009-06-12,125,54,56,61,30,5,2
"1260",2009-06-13,96,72,55,38,26,3,2
"1261",2009-06-14,104,59,48,29,20,4,5
"1262",2009-06-15,108,63,57,46,28,2,1
"1263",2009-06-16,103,45,58,58,26,1,1
"1264",2009-06-17,114,41,56,53,23,3,2
"1265",2009-06-18,98,40,44,54,15,2,0
"1266",2009-06-19,126,43,42,67,26,3,1
"1267",2009-06-20,91,67,46,39,23,1,2
"1268",2009-06-21,83,58,53,42,29,3,0
"1269",2009-06-22,110,44,58,65,38,1,1
"1270",2009-06-23,115,46,54,56,32,1,1
"1271",2009-06-24,94,44,54,49,26,3,0
"1272",2009-06-25,123,47,60,53,35,3,0
"1273",2009-06-26,115,48,48,60,24,4,1
"1274",2009-06-27,89,55,55,51,30,1,2
"1275",2009-06-28,93,77,54,26,29,2,3
"1276",2009-06-29,112,54,53,67,26,3,1
"1277",2009-06-30,123,44,53,58,37,2,3
"1278",2009-07-01,141,41,56,66,38,17,0
"1279",2009-07-02,111,38,47,62,26,1,1
"1280",2009-07-03,101,49,48,61,30,5,1
"1281",2009-07-04,82,82,56,50,23,5,3
"1282",2009-07-05,82,66,37,32,34,4,1
"1283",2009-07-06,94,35,45,55,33,2,4
"1284",2009-07-07,113,43,45,52,31,2,0
"1285",2009-07-08,113,41,54,48,28,0,1
"1286",2009-07-09,112,34,47,60,21,0,0
"1287",2009-07-10,155,37,46,72,34,0,2
"1288",2009-07-11,101,71,62,60,38,3,2
"1289",2009-07-12,101,62,43,40,24,6,6
"1290",2009-07-13,125,38,51,59,28,2,0
"1291",2009-07-14,115,41,40,50,26,2,1
"1292",2009-07-15,110,51,37,66,27,2,1
"1293",2009-07-16,108,55,53,58,27,5,3
"1294",2009-07-17,127,65,45,71,42,2,3
"1295",2009-07-18,100,59,45,49,29,4,3
"1296",2009-07-19,96,91,50,36,24,2,2
"1297",2009-07-20,132,39,51,57,29,2,2
"1298",2009-07-21,106,43,63,56,33,4,1
"1299",2009-07-22,112,37,52,60,32,1,3
"1300",2009-07-23,118,40,61,65,26,4,2
"1301",2009-07-24,123,48,55,74,30,3,1
"1302",2009-07-25,125,76,46,43,17,4,2
"1303",2009-07-26,95,82,42,40,34,3,1
"1304",2009-07-27,113,43,47,69,28,1,0
"1305",2009-07-28,119,43,63,50,35,3,1
"1306",2009-07-29,105,36,69,68,33,2,2
"1307",2009-07-30,110,57,52,55,28,6,2
"1308",2009-07-31,118,62,60,64,40,3,1
"1309",2009-08-01,148,73,54,51,22,13,2
"1310",2009-08-02,86,77,50,35,33,4,4
"1311",2009-08-03,125,54,49,56,26,4,1
"1312",2009-08-04,110,61,58,73,19,1,1
"1313",2009-08-05,110,55,56,56,25,2,2
"1314",2009-08-06,122,46,50,60,22,5,1
"1315",2009-08-07,140,52,47,73,37,2,6
"1316",2009-08-08,96,72,56,43,34,2,3
"1317",2009-08-09,72,82,37,41,27,3,0
"1318",2009-08-10,124,49,41,62,47,5,0
"1319",2009-08-11,94,39,48,42,27,5,0
"1320",2009-08-12,106,50,58,50,37,5,1
"1321",2009-08-13,128,46,59,55,37,2,0
"1322",2009-08-14,137,51,62,78,30,3,0
"1323",2009-08-15,138,93,61,62,26,5,2
"1324",2009-08-16,81,70,46,38,29,2,0
"1325",2009-08-17,121,39,51,70,38,1,2
"1326",2009-08-18,104,53,62,53,34,5,1
"1327",2009-08-19,106,44,47,54,28,1,2
"1328",2009-08-20,127,57,68,75,19,5,1
"1329",2009-08-21,106,35,70,80,33,5,1
"1330",2009-08-22,129,57,58,43,22,2,2
"1331",2009-08-23,95,54,55,44,23,7,3
"1332",2009-08-24,103,39,43,84,28,3,2
"1333",2009-08-25,107,49,49,61,42,2,0
"1334",2009-08-26,103,39,46,70,26,5,0
"1335",2009-08-27,113,41,69,71,28,3,1
"1336",2009-08-28,129,42,50,68,47,4,1
"1337",2009-08-29,120,48,59,49,35,2,0
"1338",2009-08-30,100,64,57,46,35,5,1
"1339",2009-08-31,113,47,58,80,32,4,3
"1340",2009-09-01,160,48,68,63,38,15,2
"1341",2009-09-02,122,28,41,72,36,0,0
"1342",2009-09-03,101,31,49,74,26,2,1
"1343",2009-09-04,127,46,53,82,30,3,1
"1344",2009-09-05,121,79,64,47,24,6,3
"1345",2009-09-06,86,80,46,32,39,4,3
"1346",2009-09-07,101,61,46,33,25,6,2
"1347",2009-09-08,124,52,41,47,30,5,0
"1348",2009-09-09,140,40,38,56,26,2,1
"1349",2009-09-10,127,33,50,57,34,1,2
"1350",2009-09-11,114,25,51,87,39,3,1
"1351",2009-09-12,120,59,53,54,34,4,1
"1352",2009-09-13,93,61,52,38,32,2,1
"1353",2009-09-14,115,37,55,64,32,5,1
"1354",2009-09-15,119,50,64,65,27,4,1
"1355",2009-09-16,105,40,48,79,28,2,3
"1356",2009-09-17,128,39,54,82,35,2,0
"1357",2009-09-18,129,37,55,93,35,1,2
"1358",2009-09-19,108,65,45,59,32,1,1
"1359",2009-09-20,88,57,46,39,34,4,2
"1360",2009-09-21,123,53,64,55,40,3,2
"1361",2009-09-22,111,38,60,65,25,4,2
"1362",2009-09-23,115,40,80,67,26,2,1
"1363",2009-09-24,115,44,63,70,38,2,1
"1364",2009-09-25,131,51,68,81,24,3,0
"1365",2009-09-26,103,54,53,49,24,6,3
"1366",2009-09-27,73,44,47,42,32,3,3
"1367",2009-09-28,108,36,58,49,39,3,0
"1368",2009-09-29,110,45,57,64,32,0,0
"1369",2009-09-30,125,47,50,70,30,3,1
"1370",2009-10-01,137,41,46,73,24,12,0
"1371",2009-10-02,138,42,58,85,42,1,5
"1372",2009-10-03,108,54,48,55,27,2,1
"1373",2009-10-04,83,63,56,44,29,2,1
"1374",2009-10-05,107,45,51,69,35,5,1
"1375",2009-10-06,100,43,54,71,41,4,0
"1376",2009-10-07,104,44,61,57,30,2,2
"1377",2009-10-08,115,44,55,64,37,2,1
"1378",2009-10-09,132,49,58,76,37,4,3
"1379",2009-10-10,118,61,48,56,45,7,0
"1380",2009-10-11,83,53,47,32,39,3,1
"1381",2009-10-12,97,46,43,45,25,7,1
"1382",2009-10-13,115,40,65,61,20,1,0
"1383",2009-10-14,107,36,50,58,31,0,1
"1384",2009-10-15,121,25,48,59,34,2,0
"1385",2009-10-16,134,34,50,74,41,1,1
"1386",2009-10-17,105,48,49,54,37,2,2
"1387",2009-10-18,81,53,40,27,29,4,4
"1388",2009-10-19,115,25,57,59,38,0,3
"1389",2009-10-20,118,43,56,65,28,6,4
"1390",2009-10-21,95,38,57,80,28,5,0
"1391",2009-10-22,144,58,63,57,42,0,0
"1392",2009-10-23,129,48,62,90,42,5,1
"1393",2009-10-24,98,64,70,48,40,7,1
"1394",2009-10-25,97,66,53,44,37,2,1
"1395",2009-10-26,139,38,53,48,25,0,2
"1396",2009-10-27,107,33,61,54,37,6,2
"1397",2009-10-28,106,35,55,61,27,3,1
"1398",2009-10-29,124,39,66,75,37,3,0
"1399",2009-10-30,151,52,68,76,32,2,1
"1400",2009-10-31,130,73,57,58,39,6,0
"1401",2009-11-01,121,75,57,36,26,16,3
"1402",2009-11-02,127,48,63,71,26,2,0
"1403",2009-11-03,109,42,54,62,28,4,3
"1404",2009-11-04,122,42,51,59,25,3,1
"1405",2009-11-05,116,37,47,71,38,3,0
"1406",2009-11-06,113,32,76,59,36,4,0
"1407",2009-11-07,94,56,43,49,31,5,2
"1408",2009-11-08,104,62,45,44,30,4,0
"1409",2009-11-09,115,42,54,80,37,2,1
"1410",2009-11-10,112,42,66,55,36,5,0
"1411",2009-11-11,101,31,63,66,39,1,0
"1412",2009-11-12,102,21,62,50,27,2,0
"1413",2009-11-13,128,52,70,94,29,3,0
"1414",2009-11-14,109,54,48,48,32,3,3
"1415",2009-11-15,106,71,63,39,39,6,1
"1416",2009-11-16,123,41,75,85,33,0,4
"1417",2009-11-17,107,43,56,61,34,0,0
"1418",2009-11-18,133,34,56,70,38,1,2
"1419",2009-11-19,98,31,60,69,29,4,0
"1420",2009-11-20,148,40,64,82,36,4,0
"1421",2009-11-21,106,58,39,47,36,5,5
"1422",2009-11-22,99,62,40,32,27,2,0
"1423",2009-11-23,98,44,82,76,28,2,2
"1424",2009-11-24,118,44,61,70,29,4,1
"1425",2009-11-25,121,34,66,108,31,6,2
"1426",2009-11-26,64,41,31,56,18,2,3
"1427",2009-11-27,151,46,39,50,33,3,1
"1428",2009-11-28,114,57,57,38,26,5,1
"1429",2009-11-29,89,42,50,43,36,3,3
"1430",2009-11-30,112,42,56,61,27,1,0
"1431",2009-12-01,142,43,68,80,27,8,2
"1432",2009-12-02,108,53,54,74,18,2,0
"1433",2009-12-03,107,31,75,73,25,2,0
"1434",2009-12-04,136,35,69,79,25,1,1
"1435",2009-12-05,102,59,41,36,30,4,0
"1436",2009-12-06,97,51,45,38,32,7,2
"1437",2009-12-07,120,32,62,70,33,3,4
"1438",2009-12-08,121,36,63,79,32,1,0
"1439",2009-12-09,128,34,63,63,26,3,0
"1440",2009-12-10,123,32,45,85,28,1,0
"1441",2009-12-11,137,46,63,70,30,3,1
"1442",2009-12-12,104,34,41,53,26,2,4
"1443",2009-12-13,101,36,38,23,28,3,1
"1444",2009-12-14,131,36,71,77,31,4,0
"1445",2009-12-15,141,34,65,73,31,4,1
"1446",2009-12-16,131,31,59,92,24,6,0
"1447",2009-12-17,113,35,54,65,33,2,5
"1448",2009-12-18,116,44,45,90,32,3,2
"1449",2009-12-19,102,29,43,45,32,1,2
"1450",2009-12-20,82,44,40,30,20,4,1
"1451",2009-12-21,104,39,44,77,20,1,0
"1452",2009-12-22,136,28,74,67,31,3,0
"1453",2009-12-23,104,39,57,84,27,2,1
"1454",2009-12-24,113,37,51,76,28,1,3
"1455",2009-12-25,49,53,34,38,18,1,3
"1456",2009-12-26,68,31,40,34,36,1,2
"1457",2009-12-27,89,58,48,37,26,4,0
"1458",2009-12-28,94,25,68,71,32,3,1
"1459",2009-12-29,106,31,63,53,27,3,4
"1460",2009-12-30,130,33,65,49,36,6,0
"1461",2009-12-31,122,39,63,74,30,0,3
"1462",2010-01-01,126,103,61,44,31,43,3
"1463",2010-01-02,94,24,44,46,26,6,2
"1464",2010-01-03,62,25,44,24,26,3,0
"1465",2010-01-04,101,36,47,59,37,2,0
"1466",2010-01-05,92,25,57,55,16,6,1
"1467",2010-01-06,107,36,62,77,22,1,0
"1468",2010-01-07,124,40,74,62,26,3,0
"1469",2010-01-08,98,32,58,76,25,2,1
"1470",2010-01-09,80,45,51,34,27,3,1
"1471",2010-01-10,84,53,55,33,29,6,0
"1472",2010-01-11,72,29,57,58,27,0,1
"1473",2010-01-12,97,33,60,57,17,6,1
"1474",2010-01-13,92,39,56,61,26,0,0
"1475",2010-01-14,108,30,49,63,30,0,3
"1476",2010-01-15,133,47,85,73,35,10,0
"1477",2010-01-16,74,53,60,41,27,2,1
"1478",2010-01-17,87,47,43,46,29,4,1
"1479",2010-01-18,97,38,50,57,36,3,1
"1480",2010-01-19,106,39,65,55,22,0,1
"1481",2010-01-20,83,37,67,74,27,4,0
"1482",2010-01-21,102,43,54,57,24,1,1
"1483",2010-01-22,116,36,64,78,29,1,3
"1484",2010-01-23,110,54,66,51,22,5,2
"1485",2010-01-24,83,60,55,40,26,1,2
"1486",2010-01-25,94,37,63,63,32,2,2
"1487",2010-01-26,74,40,41,57,21,5,1
"1488",2010-01-27,99,39,50,50,34,3,1
"1489",2010-01-28,91,23,52,43,28,1,0
"1490",2010-01-29,104,47,53,71,32,7,0
"1491",2010-01-30,69,39,37,26,36,5,8
"1492",2010-01-31,65,47,36,29,28,1,0
"1493",2010-02-01,127,36,40,58,24,11,1
"1494",2010-02-02,95,19,59,50,32,2,0
"1495",2010-02-03,90,54,55,53,19,1,1
"1496",2010-02-04,111,34,47,38,29,1,1
"1497",2010-02-05,101,38,49,65,23,4,2
"1498",2010-02-06,80,49,36,30,21,0,2
"1499",2010-02-07,83,36,41,35,26,2,0
"1500",2010-02-08,69,37,47,50,18,3,0
"1501",2010-02-09,85,44,43,46,28,2,1
"1502",2010-02-10,68,26,33,24,15,2,0
"1503",2010-02-11,80,30,41,40,15,2,0
"1504",2010-02-12,106,35,54,74,22,3,0
"1505",2010-02-13,84,36,37,30,30,3,0
"1506",2010-02-14,70,50,39,29,17,3,2
"1507",2010-02-15,73,33,37,34,24,5,0
"1508",2010-02-16,78,30,42,32,18,0,2
"1509",2010-02-17,86,32,34,47,18,3,1
"1510",2010-02-18,87,39,31,58,19,2,1
"1511",2010-02-19,98,52,48,51,19,2,1
"1512",2010-02-20,90,78,39,41,23,3,3
"1513",2010-02-21,64,58,43,21,26,3,2
"1514",2010-02-22,90,30,35,57,26,1,6
"1515",2010-02-23,102,25,44,67,33,2,2
"1516",2010-02-24,86,32,37,67,20,2,0
"1517",2010-02-25,86,32,36,46,27,1,0
"1518",2010-02-26,69,37,30,32,14,5,0
"1519",2010-02-27,80,54,40,41,14,6,1
"1520",2010-02-28,64,35,30,36,29,5,3
"1521",2010-03-01,116,42,51,48,21,12,2
"1522",2010-03-02,94,42,34,31,22,1,0
"1523",2010-03-03,109,45,49,57,28,3,0
"1524",2010-03-04,82,42,59,50,26,1,1
"1525",2010-03-05,106,53,55,69,25,1,1
"1526",2010-03-06,83,55,40,28,23,5,1
"1527",2010-03-07,69,62,38,28,23,5,0
"1528",2010-03-08,102,48,46,59,25,2,2
"1529",2010-03-09,74,43,41,46,28,1,1
"1530",2010-03-10,96,58,67,50,28,2,3
"1531",2010-03-11,80,43,46,50,24,3,1
"1532",2010-03-12,100,34,45,66,29,2,1
"1533",2010-03-13,64,43,32,36,24,4,3
"1534",2010-03-14,67,41,43,32,27,2,0
"1535",2010-03-15,123,34,55,47,25,4,1
"1536",2010-03-16,85,58,51,36,33,2,0
"1537",2010-03-17,98,48,56,54,22,0,3
"1538",2010-03-18,106,54,40,55,22,5,2
"1539",2010-03-19,121,46,56,63,38,4,2
"1540",2010-03-20,101,60,37,37,36,2,3
"1541",2010-03-21,85,66,43,21,19,4,1
"1542",2010-03-22,98,37,42,50,30,2,0
"1543",2010-03-23,103,25,62,45,32,3,3
"1544",2010-03-24,90,41,60,53,23,3,1
"1545",2010-03-25,99,45,70,40,20,3,3
"1546",2010-03-26,117,30,57,57,33,2,1
"1547",2010-03-27,84,56,37,37,22,2,3
"1548",2010-03-28,97,61,41,31,24,3,4
"1549",2010-03-29,85,22,53,46,34,7,0
"1550",2010-03-30,81,26,44,35,25,2,1
"1551",2010-03-31,113,37,51,37,22,3,0
"1552",2010-04-01,122,48,43,40,44,13,2
"1553",2010-04-02,92,35,50,48,27,6,2
"1554",2010-04-03,75,66,47,41,28,3,1
"1555",2010-04-04,84,56,40,23,19,3,2
"1556",2010-04-05,81,56,45,42,34,1,1
"1557",2010-04-06,91,43,44,45,26,7,0
"1558",2010-04-07,105,39,48,49,24,0,0
"1559",2010-04-08,121,48,53,52,22,4,1
"1560",2010-04-09,101,54,35,59,32,0,2
"1561",2010-04-10,103,51,32,44,27,3,1
"1562",2010-04-11,84,56,43,37,26,4,0
"1563",2010-04-12,95,61,41,44,28,2,2
"1564",2010-04-13,101,39,59,46,43,1,2
"1565",2010-04-14,107,34,43,43,27,5,1
"1566",2010-04-15,111,48,51,50,23,5,2
"1567",2010-04-16,110,55,36,64,30,1,2
"1568",2010-04-17,84,44,44,33,33,8,2
"1569",2010-04-18,83,59,44,29,26,3,2
"1570",2010-04-19,116,46,60,41,40,1,0
"1571",2010-04-20,117,42,48,33,21,3,0
"1572",2010-04-21,96,45,51,36,33,0,2
"1573",2010-04-22,109,52,56,49,33,2,0
"1574",2010-04-23,118,41,49,58,44,7,0
"1575",2010-04-24,68,51,50,34,24,2,1
"1576",2010-04-25,61,41,44,32,31,5,0
"1577",2010-04-26,92,39,42,43,38,3,2
"1578",2010-04-27,90,43,58,35,18,0,0
"1579",2010-04-28,104,32,58,55,28,2,3
"1580",2010-04-29,116,33,49,49,27,1,0
"1581",2010-04-30,114,43,54,51,36,4,0
"1582",2010-05-01,125,65,36,38,27,23,0
"1583",2010-05-02,76,73,55,29,22,3,1
"1584",2010-05-03,100,49,47,68,37,7,1
"1585",2010-05-04,100,38,65,41,30,3,0
"1586",2010-05-05,108,47,62,76,26,1,3
"1587",2010-05-06,111,53,55,54,26,2,1
"1588",2010-05-07,120,49,51,65,23,3,0
"1589",2010-05-08,106,72,46,39,26,0,0
"1590",2010-05-09,77,48,31,25,14,6,2
"1591",2010-05-10,115,38,56,59,28,4,1
"1592",2010-05-11,95,46,45,47,19,4,0
"1593",2010-05-12,110,32,56,65,38,3,0
"1594",2010-05-13,95,27,55,56,27,1,1
"1595",2010-05-14,117,52,45,64,40,3,0
"1596",2010-05-15,99,62,49,34,27,2,3
"1597",2010-05-16,72,57,41,28,24,5,5
"1598",2010-05-17,104,48,56,55,32,4,2
"1599",2010-05-18,72,34,54,46,39,0,0
"1600",2010-05-19,99,39,47,58,20,3,2
"1601",2010-05-20,116,52,69,62,38,4,2
"1602",2010-05-21,109,66,58,67,35,1,0
"1603",2010-05-22,93,60,46,51,21,6,2
"1604",2010-05-23,69,69,56,31,28,4,3
"1605",2010-05-24,96,34,63,67,38,3,1
"1606",2010-05-25,89,47,57,68,32,2,2
"1607",2010-05-26,119,48,58,56,32,2,1
"1608",2010-05-27,113,44,58,64,28,2,1
"1609",2010-05-28,122,58,63,63,37,5,1
"1610",2010-05-29,98,45,46,49,36,3,0
"1611",2010-05-30,75,70,46,31,21,3,0
"1612",2010-05-31,83,79,50,45,27,0,1
"1613",2010-06-01,137,48,46,57,25,24,3
"1614",2010-06-02,95,51,48,49,20,4,1
"1615",2010-06-03,109,42,60,54,25,1,0
"1616",2010-06-04,130,63,54,54,45,5,2
"1617",2010-06-05,99,63,38,29,28,5,3
"1618",2010-06-06,90,65,43,26,28,7,3
"1619",2010-06-07,106,50,56,56,28,4,0
"1620",2010-06-08,99,49,63,53,27,3,1
"1621",2010-06-09,101,27,37,48,33,5,2
"1622",2010-06-10,114,41,23,40,25,2,0
"1623",2010-06-11,120,42,49,46,39,4,0
"1624",2010-06-12,102,66,36,32,35,2,2
"1625",2010-06-13,87,58,47,31,34,5,2
"1626",2010-06-14,102,48,71,52,34,4,1
"1627",2010-06-15,123,40,46,44,29,4,1
"1628",2010-06-16,110,39,45,35,27,1,2
"1629",2010-06-17,117,39,50,63,26,3,1
"1630",2010-06-18,129,46,60,73,22,6,0
"1631",2010-06-19,120,78,48,36,20,1,2
"1632",2010-06-20,80,70,35,53,41,4,5
"1633",2010-06-21,110,48,55,57,35,1,2
"1634",2010-06-22,111,37,67,48,31,5,4
"1635",2010-06-23,113,48,47,61,32,4,1
"1636",2010-06-24,105,51,65,66,34,2,0
"1637",2010-06-25,136,55,59,63,25,4,1
"1638",2010-06-26,102,85,47,53,30,6,4
"1639",2010-06-27,119,90,45,44,25,1,1
"1640",2010-06-28,120,51,57,72,24,4,1
"1641",2010-06-29,109,44,65,47,28,3,2
"1642",2010-06-30,124,48,59,59,34,3,3
"1643",2010-07-01,170,42,58,59,28,12,1
"1644",2010-07-02,111,44,53,58,31,3,3
"1645",2010-07-03,91,76,54,51,31,1,2
"1646",2010-07-04,85,60,47,51,28,4,6
"1647",2010-07-05,82,80,56,34,22,4,3
"1648",2010-07-06,94,54,44,61,28,3,1
"1649",2010-07-07,101,40,35,48,39,5,1
"1650",2010-07-08,107,49,53,54,28,2,2
"1651",2010-07-09,115,39,69,54,34,4,6
"1652",2010-07-10,103,75,64,49,33,6,0
"1653",2010-07-11,87,59,41,46,31,1,4
"1654",2010-07-12,103,36,67,51,30,10,1
"1655",2010-07-13,105,46,54,60,30,1,2
"1656",2010-07-14,104,34,54,53,37,3,2
"1657",2010-07-15,113,51,73,51,28,3,2
"1658",2010-07-16,113,59,58,63,32,5,0
"1659",2010-07-17,108,79,53,39,39,4,2
"1660",2010-07-18,99,70,51,28,28,3,3
"1661",2010-07-19,110,55,67,56,29,4,5
"1662",2010-07-20,105,56,48,43,23,4,1
"1663",2010-07-21,102,42,54,61,37,0,3
"1664",2010-07-22,127,49,56,59,34,6,5
"1665",2010-07-23,116,40,68,77,39,3,3
"1666",2010-07-24,113,60,63,42,28,6,4
"1667",2010-07-25,73,62,64,35,29,4,3
"1668",2010-07-26,135,50,57,61,42,2,2
"1669",2010-07-27,109,52,56,77,34,6,2
"1670",2010-07-28,125,49,66,55,23,13,2
"1671",2010-07-29,99,65,68,58,33,5,2
"1672",2010-07-30,115,44,45,56,47,1,2
"1673",2010-07-31,118,61,61,42,26,9,5
"1674",2010-08-01,126,75,47,34,23,10,2
"1675",2010-08-02,113,58,44,55,37,4,1
"1676",2010-08-03,98,42,44,43,25,3,1
"1677",2010-08-04,95,50,58,59,23,2,0
"1678",2010-08-05,97,51,40,53,28,5,2
"1679",2010-08-06,130,50,57,71,33,2,2
"1680",2010-08-07,100,73,56,39,19,3,4
"1681",2010-08-08,83,63,46,41,35,3,2
"1682",2010-08-09,100,49,47,63,25,5,2
"1683",2010-08-10,104,53,54,61,37,3,0
"1684",2010-08-11,109,37,51,58,26,4,0
"1685",2010-08-12,111,35,52,50,27,2,1
"1686",2010-08-13,131,44,65,60,36,1,4
"1687",2010-08-14,115,74,60,47,28,5,2
"1688",2010-08-15,91,58,53,53,16,5,0
"1689",2010-08-16,111,44,48,73,30,4,1
"1690",2010-08-17,113,44,46,61,29,8,2
"1691",2010-08-18,120,31,63,59,36,6,1
"1692",2010-08-19,112,27,65,59,24,5,4
"1693",2010-08-20,117,44,58,69,33,1,0
"1694",2010-08-21,89,65,68,41,23,2,1
"1695",2010-08-22,76,65,43,35,25,5,1
"1696",2010-08-23,115,37,59,72,25,4,1
"1697",2010-08-24,109,31,55,68,35,1,0
