"","Date","GRAND LARCENY","FELONY ASSAULT","ROBBERY","BURGLARY","GRAND LARCENY OF MOTOR VEHICLE","RAPE","MURDER"
"2255",2012-03-04,90,64,42,28,18,4,0
"2256",2012-03-05,93,42,38,53,18,2,1
"2257",2012-03-06,91,45,43,42,14,3,0
"2258",2012-03-07,95,34,54,51,10,2,1
"2259",2012-03-08,100,51,50,47,15,2,4
"2260",2012-03-09,121,38,44,57,22,2,0
"2261",2012-03-10,110,47,45,35,26,5,2
"2262",2012-03-11,83,57,39,26,12,3,2
"2263",2012-03-12,125,56,48,53,14,2,2
"2264",2012-03-13,90,48,46,53,12,3,1
"2265",2012-03-14,92,53,44,41,15,4,0
"2266",2012-03-15,123,55,56,40,19,7,0
"2267",2012-03-16,125,52,53,59,21,3,0
"2268",2012-03-17,117,78,45,44,16,5,1
"2269",2012-03-18,92,69,49,27,15,6,2
"2270",2012-03-19,101,51,37,61,22,4,1
"2271",2012-03-20,104,50,53,45,18,2,5
"2272",2012-03-21,92,47,56,58,21,5,1
"2273",2012-03-22,106,63,47,52,25,3,0
"2274",2012-03-23,110,45,60,56,24,5,0
"2275",2012-03-24,78,68,51,34,19,4,0
"2276",2012-03-25,95,56,42,30,17,3,5
"2277",2012-03-26,111,41,50,49,22,1,1
"2278",2012-03-27,86,36,40,45,10,4,0
"2279",2012-03-28,115,56,42,32,22,1,0
"2280",2012-03-29,98,44,46,52,27,2,2
"2281",2012-03-30,121,45,55,48,25,2,0
"2282",2012-03-31,100,52,58,35,14,3,0
"2283",2012-04-01,100,63,51,33,21,7,0
"2284",2012-04-02,109,53,69,59,24,3,1
"2285",2012-04-03,104,42,55,49,7,4,0
"2286",2012-04-04,113,47,47,56,15,1,2
"2287",2012-04-05,111,48,62,55,26,3,0
"2288",2012-04-06,130,35,41,50,27,3,3
"2289",2012-04-07,105,74,41,37,17,3,3
"2290",2012-04-08,78,77,47,28,21,3,1
"2291",2012-04-09,111,39,52,50,22,4,0
"2292",2012-04-10,92,44,45,51,20,2,2
"2293",2012-04-11,87,39,35,42,16,3,2
"2294",2012-04-12,107,43,45,46,15,5,1
"2295",2012-04-13,118,52,52,59,23,4,0
"2296",2012-04-14,91,80,46,36,22,7,2
"2297",2012-04-15,92,80,41,46,16,3,2
"2298",2012-04-16,111,58,40,54,34,1,2
"2299",2012-04-17,106,65,38,38,26,4,3
"2300",2012-04-18,123,46,44,56,24,4,2
"2301",2012-04-19,87,39,38,42,23,4,1
"2302",2012-04-20,134,53,56,55,23,1,1
"2303",2012-04-21,105,70,50,41,21,3,1
"2304",2012-04-22,75,55,46,28,26,7,1
"2305",2012-04-23,116,45,60,46,22,1,1
"2306",2012-04-24,109,41,63,41,20,1,1
"2307",2012-04-25,115,50,52,51,17,4,2
"2308",2012-04-26,95,33,52,44,18,2,0
"2309",2012-04-27,126,49,57,59,29,1,0
"2310",2012-04-28,111,72,53,45,22,2,0
"2311",2012-04-29,87,76,49,42,22,5,0
"2312",2012-04-30,131,56,36,53,29,2,0
"2313",2012-05-01,170,55,57,48,33,12,1
"2314",2012-05-02,133,39,55,52,17,4,0
"2315",2012-05-03,125,59,45,52,29,2,0
"2316",2012-05-04,133,62,54,63,22,5,1
"2317",2012-05-05,121,56,52,39,19,4,1
"2318",2012-05-06,100,69,59,36,29,2,0
"2319",2012-05-07,117,51,53,54,23,5,0
"2320",2012-05-08,115,57,55,52,37,3,0
"2321",2012-05-09,127,45,53,59,32,1,1
"2322",2012-05-10,113,49,56,62,27,2,3
"2323",2012-05-11,123,65,69,72,21,6,0
"2324",2012-05-12,101,76,48,38,30,2,2
"2325",2012-05-13,85,70,43,43,16,3,3
"2326",2012-05-14,96,56,54,53,20,0,1
"2327",2012-05-15,106,62,45,69,27,4,1
"2328",2012-05-16,111,66,51,64,20,0,2
"2329",2012-05-17,120,50,49,60,19,2,1
"2330",2012-05-18,145,51,54,61,20,3,1
"2331",2012-05-19,103,77,69,47,25,5,2
"2332",2012-05-20,100,86,48,31,19,7,2
"2333",2012-05-21,128,42,60,52,24,1,0
"2334",2012-05-22,116,37,56,46,29,3,1
"2335",2012-05-23,115,45,42,58,20,5,2
"2336",2012-05-24,113,43,76,47,28,6,2
"2337",2012-05-25,128,59,50,90,24,5,1
"2338",2012-05-26,113,73,63,60,32,5,4
"2339",2012-05-27,85,75,66,42,17,9,1
"2340",2012-05-28,104,88,53,33,15,5,1
"2341",2012-05-29,120,45,56,44,27,7,1
"2342",2012-05-30,128,64,65,53,19,2,0
"2343",2012-05-31,113,69,83,52,22,1,0
"2344",2012-06-01,177,51,66,75,32,11,0
"2345",2012-06-02,121,54,36,31,17,4,2
"2346",2012-06-03,99,75,50,43,21,4,1
"2347",2012-06-04,102,44,60,60,26,4,2
"2348",2012-06-05,137,39,57,57,21,0,2
"2349",2012-06-06,128,55,48,49,16,4,3
"2350",2012-06-07,123,62,56,37,27,4,3
"2351",2012-06-08,125,51,42,54,28,2,1
"2352",2012-06-09,103,95,61,44,20,4,2
"2353",2012-06-10,104,75,53,35,22,6,1
"2354",2012-06-11,117,49,64,47,23,2,4
"2355",2012-06-12,122,58,67,61,25,6,0
"2356",2012-06-13,121,58,62,67,24,2,3
"2357",2012-06-14,124,56,67,51,21,4,0
"2358",2012-06-15,164,64,52,62,26,5,1
"2359",2012-06-16,130,82,57,52,22,2,3
"2360",2012-06-17,96,80,53,28,22,4,1
"2361",2012-06-18,114,55,49,61,30,4,0
"2362",2012-06-19,118,55,64,46,24,1,1
"2363",2012-06-20,135,64,50,42,32,4,0
"2364",2012-06-21,117,61,52,64,20,5,0
"2365",2012-06-22,129,60,54,75,21,7,2
"2366",2012-06-23,125,76,68,51,23,4,0
"2367",2012-06-24,119,114,61,47,29,6,2
"2368",2012-06-25,132,62,54,60,20,5,0
"2369",2012-06-26,115,44,39,66,16,3,1
"2370",2012-06-27,137,52,67,62,20,2,1
"2371",2012-06-28,135,57,44,48,20,3,1
"2372",2012-06-29,148,68,52,58,19,5,2
"2373",2012-06-30,130,75,65,34,32,4,1
"2374",2012-07-01,163,90,65,50,19,18,1
"2375",2012-07-02,110,55,65,54,25,5,3
"2376",2012-07-03,123,55,62,53,20,2,2
"2377",2012-07-04,109,79,67,54,19,3,2
"2378",2012-07-05,115,68,48,45,22,4,6
"2379",2012-07-06,129,64,58,77,26,4,3
"2380",2012-07-07,145,78,63,39,19,5,6
"2381",2012-07-08,86,87,66,34,26,3,1
"2382",2012-07-09,129,55,51,61,27,2,3
"2383",2012-07-10,123,48,60,53,21,3,0
"2384",2012-07-11,132,40,41,63,30,5,0
"2385",2012-07-12,121,51,63,65,20,6,2
"2386",2012-07-13,131,50,43,61,29,5,1
"2387",2012-07-14,126,76,66,48,30,3,1
"2388",2012-07-15,106,75,62,50,22,4,3
"2389",2012-07-16,140,42,58,42,27,4,0
"2390",2012-07-17,121,61,71,43,30,7,1
"2391",2012-07-18,125,50,82,48,26,3,0
"2392",2012-07-19,139,54,49,55,21,3,0
"2393",2012-07-20,115,55,64,72,28,5,1
"2394",2012-07-21,128,68,70,41,17,6,2
"2395",2012-07-22,102,88,49,43,19,8,2
"2396",2012-07-23,136,60,65,58,26,5,0
"2397",2012-07-24,143,50,60,46,21,4,2
"2398",2012-07-25,145,48,60,49,29,3,1
"2399",2012-07-26,120,55,54,71,31,2,2
"2400",2012-07-27,145,46,51,58,26,2,1
"2401",2012-07-28,115,80,78,44,26,4,1
"2402",2012-07-29,96,72,58,38,24,7,1
"2403",2012-07-30,142,58,68,57,22,4,2
"2404",2012-07-31,131,61,71,55,29,1,1
"2405",2012-08-01,172,46,63,40,22,20,2
"2406",2012-08-02,127,46,57,50,26,6,1
"2407",2012-08-03,127,59,46,59,26,3,1
"2408",2012-08-04,144,78,61,52,30,5,4
"2409",2012-08-05,109,79,46,46,24,3,1
"2410",2012-08-06,137,50,56,63,29,6,1
"2411",2012-08-07,150,58,59,74,12,6,1
"2412",2012-08-08,125,63,80,48,28,4,0
"2413",2012-08-09,146,46,59,70,25,1,0
"2414",2012-08-10,157,41,65,76,24,5,1
"2415",2012-08-11,113,82,64,49,24,4,3
"2416",2012-08-12,131,82,71,39,29,5,1
"2417",2012-08-13,110,65,63,50,20,3,0
"2418",2012-08-14,108,49,39,70,19,6,1
"2419",2012-08-15,129,53,60,51,29,4,1
"2420",2012-08-16,146,42,52,68,27,5,2
"2421",2012-08-17,151,59,58,81,30,5,2
"2422",2012-08-18,101,59,50,55,35,4,3
"2423",2012-08-19,102,70,54,44,18,4,1
"2424",2012-08-20,151,43,66,78,24,5,0
"2425",2012-08-21,126,63,44,63,16,4,5
"2426",2012-08-22,108,49,60,61,24,1,0
"2427",2012-08-23,133,47,60,63,25,4,2
"2428",2012-08-24,144,50,49,70,34,3,3
"2429",2012-08-25,110,89,50,42,23,4,0
"2430",2012-08-26,114,69,55,53,23,5,3
"2431",2012-08-27,120,60,51,52,24,4,1
"2432",2012-08-28,112,57,65,80,22,4,0
"2433",2012-08-29,108,63,67,68,27,2,1
"2434",2012-08-30,131,56,61,60,27,0,2
"2435",2012-08-31,141,43,56,77,26,3,1
"2436",2012-09-01,165,94,42,61,34,14,1
"2437",2012-09-02,99,84,50,43,19,4,0
"2438",2012-09-03,110,75,60,39,37,6,2
"2439",2012-09-04,138,54,51,65,27,1,3
"2440",2012-09-05,122,37,56,63,23,2,1
"2441",2012-09-06,116,49,31,50,21,2,1
"2442",2012-09-07,141,61,66,65,24,1,2
"2443",2012-09-08,117,71,57,43,26,1,4
"2444",2012-09-09,107,79,56,34,20,7,1
"2445",2012-09-10,125,34,50,61,26,8,0
"2446",2012-09-11,112,48,41,51,17,0,0
"2447",2012-09-12,126,59,58,70,21,7,1
"2448",2012-09-13,130,38,53,57,18,5,1
"2449",2012-09-14,131,40,64,50,27,4,2
"2450",2012-09-15,119,75,56,35,33,6,1
"2451",2012-09-16,100,52,58,37,29,3,2
"2452",2012-09-17,124,68,69,51,11,4,4
"2453",2012-09-18,100,50,86,62,24,2,0
"2454",2012-09-19,112,43,48,54,22,1,1
"2455",2012-09-20,121,44,64,57,21,3,1
"2456",2012-09-21,149,50,57,64,26,3,1
"2457",2012-09-22,145,66,63,45,30,5,0
"2458",2012-09-23,139,67,57,34,21,5,0
"2459",2012-09-24,116,50,62,60,20,2,0
"2460",2012-09-25,120,46,69,52,20,2,2
"2461",2012-09-26,107,51,65,68,19,4,1
"2462",2012-09-27,133,50,69,63,25,3,0
"2463",2012-09-28,144,57,74,69,28,4,0
"2464",2012-09-29,122,60,74,49,22,2,1
"2465",2012-09-30,92,61,65,40,42,4,2
"2466",2012-10-01,163,49,64,64,27,13,1
"2467",2012-10-02,141,51,67,62,23,3,2
"2468",2012-10-03,133,59,54,61,34,3,1
"2469",2012-10-04,150,52,62,62,35,4,0
"2470",2012-10-05,156,45,60,100,26,5,1
"2471",2012-10-06,108,72,67,46,24,4,2
"2472",2012-10-07,103,52,66,37,23,5,3
"2473",2012-10-08,102,45,47,43,19,2,0
"2474",2012-10-09,110,51,58,54,26,1,0
"2475",2012-10-10,129,38,63,63,14,1,0
"2476",2012-10-11,139,46,48,56,29,3,0
"2477",2012-10-12,132,51,64,81,22,1,1
"2478",2012-10-13,127,67,59,44,25,2,2
"2479",2012-10-14,113,69,51,40,20,5,1
"2480",2012-10-15,143,67,69,66,21,2,0
"2481",2012-10-16,119,44,67,62,28,7,1
"2482",2012-10-17,110,50,60,62,14,6,0
"2483",2012-10-18,142,53,58,67,16,5,1
"2484",2012-10-19,118,60,68,64,24,1,1
"2485",2012-10-20,142,66,52,58,23,5,3
"2486",2012-10-21,117,59,62,39,18,2,2
"2487",2012-10-22,119,44,62,62,18,2,1
"2488",2012-10-23,103,40,65,77,21,1,1
"2489",2012-10-24,109,55,65,60,34,0,0
"2490",2012-10-25,120,50,49,58,16,1,4
"2491",2012-10-26,132,37,73,88,16,3,0
"2492",2012-10-27,136,68,69,58,19,6,1
"2493",2012-10-28,97,83,68,74,23,6,1
"2494",2012-10-29,71,39,24,96,26,3,1
"2495",2012-10-30,43,36,46,104,25,2,0
"2496",2012-10-31,94,55,47,63,22,2,0
"2497",2012-11-01,130,32,47,67,19,12,0
"2498",2012-11-02,106,32,51,63,25,4,0
"2499",2012-11-03,105,53,64,46,18,9,0
"2500",2012-11-04,75,69,67,33,18,2,0
"2501",2012-11-05,129,40,52,60,19,3,0
"2502",2012-11-06,112,36,39,49,8,2,2
"2503",2012-11-07,114,38,30,32,16,6,2
"2504",2012-11-08,124,27,54,55,12,4,0
"2505",2012-11-09,152,55,46,69,22,2,0
"2506",2012-11-10,140,57,54,46,32,2,1
"2507",2012-11-11,109,67,57,35,27,5,0
"2508",2012-11-12,113,48,72,48,29,3,0
"2509",2012-11-13,150,46,52,64,15,3,0
"2510",2012-11-14,115,35,66,65,13,2,0
"2511",2012-11-15,136,39,76,64,18,3,2
"2512",2012-11-16,166,33,86,56,25,3,1
"2513",2012-11-17,108,60,47,42,23,8,1
"2514",2012-11-18,104,59,43,49,25,1,0
"2515",2012-11-19,125,52,66,79,24,2,0
"2516",2012-11-20,140,44,59,56,23,3,0
"2517",2012-11-21,129,51,55,98,24,4,0
"2518",2012-11-22,74,48,25,51,12,4,1
"2519",2012-11-23,142,59,53,58,21,2,2
"2520",2012-11-24,102,57,60,44,35,3,2
"2521",2012-11-25,105,50,57,28,24,4,1
"2522",2012-11-26,152,33,66,69,16,1,0
"2523",2012-11-27,130,32,37,56,16,5,0
"2524",2012-11-28,145,41,56,74,16,3,1
"2525",2012-11-29,114,33,50,53,20,3,1
"2526",2012-11-30,171,49,53,78,25,3,3
"2527",2012-12-01,176,52,57,31,22,13,0
"2528",2012-12-02,100,69,56,47,28,6,2
"2529",2012-12-03,116,35,62,61,16,5,3
"2530",2012-12-04,128,46,65,55,18,4,0
"2531",2012-12-05,140,38,59,60,17,0,1
"2532",2012-12-06,119,37,49,57,21,5,0
"2533",2012-12-07,148,30,46,66,22,1,1
"2534",2012-12-08,130,56,54,50,30,4,0
"2535",2012-12-09,104,69,83,39,18,7,2
"2536",2012-12-10,157,50,74,56,20,1,2
"2537",2012-12-11,108,55,72,64,16,6,2
"2538",2012-12-12,143,45,55,67,16,1,0
"2539",2012-12-13,130,43,48,60,12,2,1
"2540",2012-12-14,179,44,55,78,25,0,0
"2541",2012-12-15,143,52,62,40,27,4,0
"2542",2012-12-16,114,52,52,32,27,1,1
"2543",2012-12-17,138,58,65,61,24,3,2
"2544",2012-12-18,117,37,56,59,19,2,0
"2545",2012-12-19,143,38,58,65,21,4,2
"2546",2012-12-20,164,40,78,83,16,3,2
"2547",2012-12-21,157,40,47,71,22,4,2
"2548",2012-12-22,127,50,40,54,21,3,2
"2549",2012-12-23,128,70,74,48,22,3,1
"2550",2012-12-24,99,40,59,70,22,4,0
"2551",2012-12-25,46,50,46,33,12,3,0
"2552",2012-12-26,98,30,51,31,24,1,0
"2553",2012-12-27,111,36,48,39,24,3,1
"2554",2012-12-28,130,40,48,41,28,2,0
"2555",2012-12-29,103,58,57,49,18,2,2
"2556",2012-12-30,91,57,63,33,17,2,0
"2557",2012-12-31,142,37,71,58,26,4,2
"2558",2013-01-01,179,112,76,30,17,20,1
"2559",2013-01-02,106,42,52,45,18,4,0
"2560",2013-01-03,101,42,51,41,21,3,1
"2561",2013-01-04,138,43,44,59,20,5,1
"2562",2013-01-05,120,50,56,44,18,2,1
"2563",2013-01-06,98,59,60,39,11,6,4
"2564",2013-01-07,116,34,61,59,12,2,2
"2565",2013-01-08,108,42,52,50,6,1,0
"2566",2013-01-09,108,57,67,61,24,4,1
"2567",2013-01-10,116,49,58,66,15,4,2
"2568",2013-01-11,127,44,66,54,17,2,1
"2569",2013-01-12,106,54,46,35,23,3,3
"2570",2013-01-13,102,71,66,25,19,3,1
"2571",2013-01-14,114,59,65,50,21,3,0
"2572",2013-01-15,101,46,52,43,17,2,0
"2573",2013-01-16,98,55,64,54,20,1,2
"2574",2013-01-17,101,35,64,50,16,3,0
"2575",2013-01-18,135,43,50,69,28,2,0
"2576",2013-01-19,126,50,63,32,19,5,0
"2577",2013-01-20,98,58,45,32,18,1,0
"2578",2013-01-21,82,34,37,35,13,0,0
"2579",2013-01-22,104,44,53,46,11,3,0
"2580",2013-01-23,104,37,45,49,14,4,0
"2581",2013-01-24,99,44,45,49,14,3,0
"2582",2013-01-25,117,28,54,58,25,3,0
"2583",2013-01-26,97,40,47,45,19,2,1
"2584",2013-01-27,87,63,44,33,14,6,3
"2585",2013-01-28,100,47,60,58,21,1,2
"2586",2013-01-29,132,31,59,49,16,1,0
"2587",2013-01-30,118,41,56,45,16,1,1
"2588",2013-01-31,123,34,45,50,16,0,2
"2589",2013-02-01,166,52,54,62,11,4,1
"2590",2013-02-02,110,65,40,48,20,3,1
"2591",2013-02-03,81,60,40,34,18,0,0
"2592",2013-02-04,115,39,49,44,19,4,0
"2593",2013-02-05,99,33,51,53,18,3,2
"2594",2013-02-06,101,38,48,51,21,1,0
"2595",2013-02-07,97,48,46,49,18,1,2
"2596",2013-02-08,104,40,42,53,15,0,1
"2597",2013-02-09,68,44,31,29,6,4,2
"2598",2013-02-10,85,58,36,20,8,4,0
"2599",2013-02-11,119,43,34,40,14,4,0
"2600",2013-02-12,105,41,44,55,12,2,1
"2601",2013-02-13,119,43,45,42,11,3,1
"2602",2013-02-14,108,57,49,30,16,5,0
"2603",2013-02-15,122,51,48,61,19,8,0
"2604",2013-02-16,106,47,32,38,12,4,0
"2605",2013-02-17,106,67,35,27,14,8,1
"2606",2013-02-18,87,42,39,33,20,4,1
"2607",2013-02-19,109,39,35,53,17,0,1
"2608",2013-02-20,121,30,38,51,11,1,2
"2609",2013-02-21,103,40,32,41,7,3,1
"2610",2013-02-22,117,31,48,60,15,3,0
"2611",2013-02-23,93,56,47,42,16,8,1
"2612",2013-02-24,105,55,36,37,17,5,3
"2613",2013-02-25,90,35,42,39,9,2,1
"2614",2013-02-26,106,33,41,46,18,2,1
"2615",2013-02-27,114,40,40,51,19,2,0
"2616",2013-02-28,104,39,45,39,14,5,0
"2617",2013-03-01,158,60,55,55,21,19,0
"2618",2013-03-02,87,53,32,26,13,4,1
"2619",2013-03-03,98,63,36,20,17,4,1
"2620",2013-03-04,115,36,44,35,10,4,0
"2621",2013-03-05,100,42,41,47,14,0,0
"2622",2013-03-06,101,38,35,45,20,1,3
"2623",2013-03-07,112,43,36,48,18,3,0
"2624",2013-03-08,117,54,49,59,17,8,0
"2625",2013-03-09,94,61,29,28,14,7,0
"2626",2013-03-10,83,73,38,23,8,7,1
"2627",2013-03-11,128,28,52,48,17,2,0
"2628",2013-03-12,101,29,32,43,11,3,0
"2629",2013-03-13,130,57,41,48,16,3,0
"2630",2013-03-14,110,47,38,54,16,3,0
"2631",2013-03-15,142,49,60,52,27,2,2
"2632",2013-03-16,75,63,45,38,17,2,0
"2633",2013-03-17,99,69,45,24,13,2,0
"2634",2013-03-18,116,48,43,44,15,5,1
"2635",2013-03-19,110,29,39,35,14,2,3
"2636",2013-03-20,127,43,39,33,14,2,1
"2637",2013-03-21,106,38,45,44,10,6,0
"2638",2013-03-22,127,48,54,54,18,1,2
"2639",2013-03-23,103,54,45,38,26,3,1
"2640",2013-03-24,97,56,43,32,23,3,2
"2641",2013-03-25,83,44,40,39,18,4,0
"2642",2013-03-26,82,36,50,36,23,0,0
"2643",2013-03-27,107,35,33,31,10,4,1
"2644",2013-03-28,121,45,50,51,18,1,1
"2645",2013-03-29,120,49,30,50,21,4,0
"2646",2013-03-30,105,70,45,46,7,3,0
"2647",2013-03-31,87,69,40,34,14,7,2
"2648",2013-04-01,165,44,43,48,12,20,1
"2649",2013-04-02,97,55,39,35,10,5,0
"2650",2013-04-03,108,39,40,52,18,2,0
"2651",2013-04-04,107,40,36,56,22,3,0
"2652",2013-04-05,116,57,49,45,30,3,0
"2653",2013-04-06,103,56,39,40,19,3,3
"2654",2013-04-07,76,49,43,20,15,4,0
"2655",2013-04-08,104,46,50,51,9,3,0
"2656",2013-04-09,110,60,38,50,18,2,1
"2657",2013-04-10,108,61,55,46,13,3,0
"2658",2013-04-11,112,54,52,42,19,3,1
"2659",2013-04-12,119,63,48,57,13,4,0
"2660",2013-04-13,126,55,44,38,20,8,0
"2661",2013-04-14,95,77,36,32,22,3,0
"2662",2013-04-15,151,52,44,48,14,3,4
"2663",2013-04-16,113,48,64,36,24,5,2
"2664",2013-04-17,143,48,42,54,23,2,0
"2665",2013-04-18,114,66,65,40,15,2,0
"2666",2013-04-19,137,55,47,52,31,1,0
"2667",2013-04-20,110,41,42,37,17,3,0
"2668",2013-04-21,96,66,45,16,16,3,1
"2669",2013-04-22,114,57,42,40,18,1,3
"2670",2013-04-23,103,35,39,41,21,1,0
"2671",2013-04-24,114,52,31,49,19,2,1
"2672",2013-04-25,135,57,44,57,15,3,0
"2673",2013-04-26,131,62,48,55,22,2,0
"2674",2013-04-27,99,68,44,33,26,2,1
"2675",2013-04-28,82,59,49,25,16,4,2
"2676",2013-04-29,124,51,57,61,18,4,1
"2677",2013-04-30,113,46,51,35,22,4,2
"2678",2013-05-01,184,51,49,52,18,7,0
"2679",2013-05-02,110,56,45,44,17,4,1
"2680",2013-05-03,150,53,32,52,22,4,4
"2681",2013-05-04,145,68,50,38,16,4,0
"2682",2013-05-05,100,76,41,29,18,3,1
"2683",2013-05-06,138,48,44,43,26,2,1
"2684",2013-05-07,108,64,48,53,29,3,1
"2685",2013-05-08,104,35,50,44,27,2,2
"2686",2013-05-09,124,51,65,48,18,4,1
"2687",2013-05-10,134,67,57,70,19,5,1
"2688",2013-05-11,119,94,65,29,24,2,0
"2689",2013-05-12,97,80,59,31,22,2,1
"2690",2013-05-13,115,58,57,35,18,5,0
"2691",2013-05-14,101,52,40,46,25,6,0
"2692",2013-05-15,129,56,44,40,13,3,0
"2693",2013-05-16,119,70,35,47,21,1,1
"2694",2013-05-17,137,53,52,61,28,2,0
"2695",2013-05-18,115,72,51,35,26,2,2
"2696",2013-05-19,75,62,55,16,23,8,0
"2697",2013-05-20,126,57,55,55,17,5,1
"2698",2013-05-21,113,69,55,36,19,2,1
"2699",2013-05-22,131,45,69,57,18,3,0
"2700",2013-05-23,128,56,40,66,21,2,0
"2701",2013-05-24,106,50,51,67,30,3,2
"2702",2013-05-25,101,61,33,56,23,6,0
"2703",2013-05-26,87,66,56,30,21,2,1
"2704",2013-05-27,88,67,35,33,21,2,2
"2705",2013-05-28,122,44,39,42,13,7,0
"2706",2013-05-29,132,40,52,56,27,1,0
"2707",2013-05-30,128,48,44,49,15,3,1
"2708",2013-05-31,123,77,45,48,22,2,3
"2709",2013-06-01,154,83,48,39,19,13,1
"2710",2013-06-02,98,96,42,29,31,5,3
"2711",2013-06-03,127,80,56,56,21,5,4
"2712",2013-06-04,125,71,63,58,12,4,2
"2713",2013-06-05,133,56,36,48,25,5,1
"2714",2013-06-06,131,62,49,47,21,1,1
"2715",2013-06-07,117,52,58,58,22,5,0
"2716",2013-06-08,123,66,37,40,21,1,0
"2717",2013-06-09,122,85,43,25,21,6,2
"2718",2013-06-10,130,38,60,52,24,4,0
"2719",2013-06-11,134,44,40,37,16,0,0
"2720",2013-06-12,121,56,52,60,22,3,0
"2721",2013-06-13,118,44,64,46,17,3,1
"2722",2013-06-14,149,60,49,53,23,2,1
"2723",2013-06-15,139,76,61,39,22,5,0
"2724",2013-06-16,100,88,52,27,22,4,2
"2725",2013-06-17,133,67,57,41,20,3,0
"2726",2013-06-18,136,50,53,39,21,0,0
"2727",2013-06-19,126,52,40,54,17,1,0
"2728",2013-06-20,113,49,55,54,25,3,0
"2729",2013-06-21,148,62,52,72,22,3,1
"2730",2013-06-22,122,85,55,49,23,5,3
"2731",2013-06-23,122,93,44,40,19,2,0
"2732",2013-06-24,144,60,60,53,21,2,0
"2733",2013-06-25,130,61,65,53,22,5,4
"2734",2013-06-26,137,62,58,50,30,6,2
"2735",2013-06-27,129,47,67,55,15,5,3
"2736",2013-06-28,146,79,51,86,26,9,1
"2737",2013-06-29,156,92,53,40,28,7,0
"2738",2013-06-30,113,92,51,43,19,3,0
"2739",2013-07-01,152,63,46,61,26,8,2
"2740",2013-07-02,122,55,48,45,20,4,2
"2741",2013-07-03,126,58,57,64,14,4,0
"2742",2013-07-04,101,75,54,50,22,1,0
"2743",2013-07-05,128,101,60,55,18,5,2
"2744",2013-07-06,126,81,56,47,14,4,1
"2745",2013-07-07,109,89,55,35,15,7,1
"2746",2013-07-08,147,47,58,64,25,5,1
"2747",2013-07-09,150,48,50,41,25,7,0
"2748",2013-07-10,132,72,42,65,20,2,0
"2749",2013-07-11,148,55,57,43,18,3,0
"2750",2013-07-12,131,63,51,54,24,2,1
"2751",2013-07-13,124,65,53,41,13,7,1
"2752",2013-07-14,115,72,56,53,23,3,1
"2753",2013-07-15,152,43,61,59,25,2,1
"2754",2013-07-16,146,60,49,48,24,2,0
"2755",2013-07-17,138,55,55,60,29,5,1
"2756",2013-07-18,144,57,47,51,25,1,0
"2757",2013-07-19,167,68,55,66,24,3,1
"2758",2013-07-20,129,88,74,45,20,8,1
"2759",2013-07-21,119,101,54,43,20,3,2
"2760",2013-07-22,116,57,53,57,21,4,0
"2761",2013-07-23,127,58,68,64,24,2,1
"2762",2013-07-24,157,71,62,41,17,4,1
"2763",2013-07-25,157,53,57,66,30,6,1
"2764",2013-07-26,161,48,71,71,22,3,0
"2765",2013-07-27,154,78,58,34,28,0,2
"2766",2013-07-28,108,81,68,42,33,5,0
"2767",2013-07-29,143,42,61,63,21,5,0
"2768",2013-07-30,139,58,66,57,19,3,0
"2769",2013-07-31,109,54,54,52,18,4,0
"2770",2013-08-01,155,33,50,69,19,10,0
"2771",2013-08-02,155,52,42,68,23,3,1
"2772",2013-08-03,134,100,55,37,18,3,4
"2773",2013-08-04,122,70,53,43,17,4,3
"2774",2013-08-05,148,57,44,56,23,3,1
"2775",2013-08-06,141,48,52,44,24,2,0
"2776",2013-08-07,129,40,44,53,28,1,0
"2777",2013-08-08,127,51,59,57,24,1,0
"2778",2013-08-09,161,51,75,58,19,6,3
"2779",2013-08-10,132,76,58,59,22,6,2
"2780",2013-08-11,110,89,52,40,20,5,1
"2781",2013-08-12,132,49,59,51,21,4,2
"2782",2013-08-13,124,56,50,49,16,5,2
"2783",2013-08-14,128,69,58,58,23,7,0
"2784",2013-08-15,145,49,52,61,20,6,1
"2785",2013-08-16,141,67,46,68,25,1,1
"2786",2013-08-17,134,73,57,47,29,3,1
"2787",2013-08-18,123,75,69,36,18,4,2
"2788",2013-08-19,137,35,66,46,23,1,0
"2789",2013-08-20,130,66,43,50,18,3,0
"2790",2013-08-21,123,47,59,54,16,4,2
"2791",2013-08-22,133,46,52,48,17,2,0
"2792",2013-08-23,151,56,47,55,28,6,2
"2793",2013-08-24,148,84,73,51,27,3,1
"2794",2013-08-25,109,71,50,28,21,7,3
"2795",2013-08-26,134,52,65,56,18,5,3
"2796",2013-08-27,136,46,69,46,15,3,1
"2797",2013-08-28,157,69,65,58,20,3,1
"2798",2013-08-29,125,53,57,62,17,1,0
"2799",2013-08-30,183,65,66,72,26,5,1
"2800",2013-08-31,133,92,65,38,24,4,2
"2801",2013-09-01,158,82,66,57,26,9,1
"2802",2013-09-02,110,63,66,39,23,6,1
"2803",2013-09-03,119,52,66,29,24,5,0
"2804",2013-09-04,129,46,67,46,35,6,1
"2805",2013-09-05,129,56,45,50,24,2,2
"2806",2013-09-06,144,61,44,62,23,5,1
"2807",2013-09-07,126,80,68,36,19,2,2
"2808",2013-09-08,117,59,57,30,15,2,0
"2809",2013-09-09,136,40,57,54,24,3,1
"2810",2013-09-10,149,29,61,54,29,2,0
"2811",2013-09-11,137,41,60,43,16,3,1
